Temperature,Humidity,AQI,TimeOfDay,Mood,Occasion,PreferredType,Perfume
21,78,76,Morning,Calm,Home,Floral,Lavender Bliss
36,86,249,Afternoon,Energetic,Gym,Minty,Cool Mint
24,73,194,Afternoon,Energetic,Gym,Minty,Fresh Mint
28,59,228,Afternoon,Energetic,Gym,Minty,Power Mint
24,78,75,Evening,Romantic,Date,Sweet,Vanilla Touch
21,79,215,Afternoon,Energetic,Gym,Minty,Mint Blast
30,81,168,Evening,Romantic,Date,Sweet,Vanilla Touch
32,64,60,Evening,Romantic,Date,Sweet,Rose Essence
24,78,213,Afternoon,Energetic,Gym,Minty,Ice Mint
26,67,96,Afternoon,Fresh,Office,Citrus,Lemon Zing
25,79,88,Morning,Calm,Home,Floral,Lavender Bliss
23,62,155,Morning,Calm,Home,Floral,Lily Fresh
22,86,101,Morning,Calm,Home,Floral,Jasmine Bloom
20,47,166,Evening,Romantic,Date,Sweet,Vanilla Touch
35,72,201,Afternoon,Energetic,Gym,Minty,Power Mint
34,60,213,Afternoon,Energetic,Gym,Minty,Mint Blast
35,50,123,Evening,Romantic,Date,Sweet,Rose Essence
21,48,158,Evening,Romantic,Date,Sweet,Vanilla Touch
28,87,83,Afternoon,Fresh,Office,Citrus,Orange Zest
36,62,58,Evening,Romantic,Date,Sweet,Vanilla Touch
33,80,230,Afternoon,Energetic,Gym,Minty,Mint Blast
29,46,194,Afternoon,Energetic,Gym,Minty,Ice Mint
36,55,171,Afternoon,Energetic,Gym,Minty,Ice Mint
31,69,197,Afternoon,Energetic,Gym,Minty,Fresh Mint
22,81,245,Afternoon,Energetic,Gym,Minty,Mint Blast
27,59,116,Evening,Romantic,Date,Sweet,Sweet Musk
24,66,120,Afternoon,Fresh,Office,Citrus,Citrus Splash
28,79,99,Afternoon,Fresh,Office,Citrus,Lemon Fresh
33,63,135,Afternoon,Fresh,Office,Citrus,Lemon Zing
22,86,184,Afternoon,Energetic,Gym,Minty,Mint Blast
31,79,148,Evening,Romantic,Date,Sweet,Rose Essence
34,58,149,Afternoon,Fresh,Office,Citrus,Orange Zest
32,56,220,Afternoon,Energetic,Gym,Minty,Cool Mint
31,81,100,Afternoon,Fresh,Office,Citrus,Citrus Splash
36,50,165,Morning,Calm,Home,Floral,Jasmine Bloom
29,60,55,Morning,Calm,Home,Floral,Rose Garden
26,45,71,Evening,Romantic,Date,Sweet,Vanilla Touch
36,52,181,Afternoon,Energetic,Gym,Minty,Mint Blast
31,52,220,Afternoon,Energetic,Gym,Minty,Fresh Mint
33,80,131,Afternoon,Fresh,Office,Citrus,Citrus Splash
27,82,103,Evening,Romantic,Date,Sweet,Rose Essence
32,68,186,Afternoon,Energetic,Gym,Minty,Ice Mint
32,78,107,Evening,Romantic,Date,Sweet,Cherry Blossom
29,66,94,Afternoon,Fresh,Office,Citrus,Orange Zest
37,71,72,Evening,Romantic,Date,Sweet,Vanilla Touch
38,55,83,Morning,Calm,Home,Floral,Lavender Bliss
27,89,146,Morning,Calm,Home,Floral,Rose Garden
32,77,169,Afternoon,Fresh,Office,Citrus,Lemon Fresh
31,63,228,Afternoon,Energetic,Gym,Minty,Power Mint
27,72,213,Afternoon,Energetic,Gym,Minty,Ice Mint
27,50,175,Afternoon,Energetic,Gym,Minty,Mint Blast
20,54,153,Afternoon,Fresh,Office,Citrus,Lemon Fresh
30,55,69,Morning,Calm,Home,Floral,Rose Garden
32,88,240,Afternoon,Energetic,Gym,Minty,Power Mint
31,61,67,Evening,Romantic,Date,Sweet,Rose Essence
26,87,66,Evening,Romantic,Date,Sweet,Vanilla Touch
31,55,207,Afternoon,Energetic,Gym,Minty,Power Mint
31,58,59,Afternoon,Fresh,Office,Citrus,Citrus Splash
36,69,132,Evening,Romantic,Date,Sweet,Rose Essence
26,78,246,Afternoon,Energetic,Gym,Minty,Fresh Mint
20,71,188,Afternoon,Energetic,Gym,Minty,Ice Mint
24,85,152,Evening,Romantic,Date,Sweet,Sweet Musk
37,69,166,Afternoon,Fresh,Office,Citrus,Citrus Splash
37,60,200,Afternoon,Energetic,Gym,Minty,Ice Mint
36,86,167,Evening,Romantic,Date,Sweet,Cherry Blossom
35,85,151,Morning,Calm,Home,Floral,Lavender Bliss
26,75,74,Morning,Calm,Home,Floral,Rose Garden
37,89,204,Afternoon,Energetic,Gym,Minty,Cool Mint
21,49,175,Afternoon,Energetic,Gym,Minty,Fresh Mint
24,72,224,Afternoon,Energetic,Gym,Minty,Mint Blast
31,51,204,Afternoon,Energetic,Gym,Minty,Fresh Mint
24,74,148,Morning,Calm,Home,Floral,Jasmine Bloom
36,48,159,Afternoon,Fresh,Office,Citrus,Citrus Splash
26,84,161,Morning,Calm,Home,Floral,Jasmine Bloom
26,74,185,Afternoon,Energetic,Gym,Minty,Power Mint
23,47,119,Afternoon,Fresh,Office,Citrus,Lemon Zing
32,49,180,Afternoon,Energetic,Gym,Minty,Ice Mint
26,55,80,Afternoon,Fresh,Office,Citrus,Lemon Zing
32,83,179,Afternoon,Energetic,Gym,Minty,Ice Mint
24,73,199,Afternoon,Energetic,Gym,Minty,Ice Mint
26,83,221,Afternoon,Energetic,Gym,Minty,Fresh Mint
33,87,63,Evening,Romantic,Date,Sweet,Rose Essence
23,57,65,Morning,Calm,Home,Floral,Lily Fresh
24,80,210,Afternoon,Energetic,Gym,Minty,Power Mint
30,45,229,Afternoon,Energetic,Gym,Minty,Cool Mint
21,50,193,Afternoon,Energetic,Gym,Minty,Ice Mint
24,89,126,Morning,Calm,Home,Floral,Lily Fresh
24,54,194,Afternoon,Energetic,Gym,Minty,Cool Mint
32,53,213,Afternoon,Energetic,Gym,Minty,Mint Blast
31,61,160,Morning,Calm,Home,Floral,Lily Fresh
37,45,75,Evening,Romantic,Date,Sweet,Vanilla Touch
37,51,205,Afternoon,Energetic,Gym,Minty,Mint Blast
28,58,103,Evening,Romantic,Date,Sweet,Sweet Musk
22,66,187,Afternoon,Energetic,Gym,Minty,Fresh Mint
34,69,180,Afternoon,Energetic,Gym,Minty,Cool Mint
34,84,131,Morning,Calm,Home,Floral,Rose Garden
35,65,65,Evening,Romantic,Date,Sweet,Sweet Musk
38,67,110,Afternoon,Fresh,Office,Citrus,Orange Zest
23,58,68,Evening,Romantic,Date,Sweet,Vanilla Touch
33,79,122,Morning,Calm,Home,Floral,Rose Garden
21,46,200,Afternoon,Energetic,Gym,Minty,Mint Blast
20,85,67,Afternoon,Fresh,Office,Citrus,Lemon Zing
35,58,217,Afternoon,Energetic,Gym,Minty,Mint Blast
22,87,73,Morning,Calm,Home,Floral,Lavender Bliss
26,57,107,Morning,Calm,Home,Floral,Lavender Bliss
33,83,140,Evening,Romantic,Date,Sweet,Vanilla Touch
27,70,132,Morning,Calm,Home,Floral,Lily Fresh
27,59,188,Afternoon,Energetic,Gym,Minty,Ice Mint
36,89,94,Evening,Romantic,Date,Sweet,Sweet Musk
32,52,166,Morning,Calm,Home,Floral,Rose Garden
36,73,225,Afternoon,Energetic,Gym,Minty,Cool Mint
29,77,140,Evening,Romantic,Date,Sweet,Rose Essence
20,48,188,Afternoon,Energetic,Gym,Minty,Mint Blast
24,51,109,Evening,Romantic,Date,Sweet,Sweet Musk
31,88,210,Afternoon,Energetic,Gym,Minty,Mint Blast
21,64,127,Evening,Romantic,Date,Sweet,Cherry Blossom
37,47,94,Morning,Calm,Home,Floral,Jasmine Bloom
24,73,72,Afternoon,Fresh,Office,Citrus,Citrus Splash
32,66,170,Evening,Romantic,Date,Sweet,Cherry Blossom
38,83,195,Afternoon,Energetic,Gym,Minty,Ice Mint
34,65,158,Morning,Calm,Home,Floral,Jasmine Bloom
32,45,52,Afternoon,Fresh,Office,Citrus,Citrus Splash
33,87,232,Afternoon,Energetic,Gym,Minty,Ice Mint
23,55,173,Afternoon,Energetic,Gym,Minty,Ice Mint
34,47,91,Afternoon,Fresh,Office,Citrus,Citrus Splash
34,84,139,Morning,Calm,Home,Floral,Lavender Bliss
23,51,134,Evening,Romantic,Date,Sweet,Vanilla Touch
30,74,158,Evening,Romantic,Date,Sweet,Sweet Musk
26,71,114,Evening,Romantic,Date,Sweet,Rose Essence
24,69,162,Evening,Romantic,Date,Sweet,Cherry Blossom
32,76,184,Afternoon,Energetic,Gym,Minty,Power Mint
27,62,233,Afternoon,Energetic,Gym,Minty,Power Mint
38,87,151,Afternoon,Fresh,Office,Citrus,Citrus Splash
20,51,181,Afternoon,Energetic,Gym,Minty,Ice Mint
38,53,128,Evening,Romantic,Date,Sweet,Vanilla Touch
27,48,92,Morning,Calm,Home,Floral,Jasmine Bloom
21,51,203,Afternoon,Energetic,Gym,Minty,Power Mint
24,48,115,Evening,Romantic,Date,Sweet,Vanilla Touch
27,90,125,Morning,Calm,Home,Floral,Jasmine Bloom
25,59,98,Evening,Romantic,Date,Sweet,Cherry Blossom
30,64,71,Evening,Romantic,Date,Sweet,Rose Essence
36,64,188,Afternoon,Energetic,Gym,Minty,Fresh Mint
30,84,161,Evening,Romantic,Date,Sweet,Rose Essence
21,70,189,Afternoon,Energetic,Gym,Minty,Ice Mint
25,68,191,Afternoon,Energetic,Gym,Minty,Ice Mint
25,83,65,Evening,Romantic,Date,Sweet,Rose Essence
37,48,77,Afternoon,Fresh,Office,Citrus,Orange Zest
25,71,86,Afternoon,Fresh,Office,Citrus,Lemon Fresh
35,65,188,Afternoon,Energetic,Gym,Minty,Fresh Mint
20,80,117,Morning,Calm,Home,Floral,Lavender Bliss
20,62,205,Afternoon,Energetic,Gym,Minty,Cool Mint
29,52,59,Evening,Romantic,Date,Sweet,Cherry Blossom
33,88,68,Afternoon,Fresh,Office,Citrus,Orange Zest
38,76,163,Evening,Romantic,Date,Sweet,Cherry Blossom
31,68,172,Afternoon,Energetic,Gym,Minty,Cool Mint
20,65,81,Afternoon,Fresh,Office,Citrus,Lemon Zing
36,84,238,Afternoon,Energetic,Gym,Minty,Fresh Mint
22,75,81,Afternoon,Fresh,Office,Citrus,Lemon Fresh
31,77,125,Evening,Romantic,Date,Sweet,Vanilla Touch
36,75,218,Afternoon,Energetic,Gym,Minty,Cool Mint
25,68,68,Afternoon,Fresh,Office,Citrus,Lemon Zing
32,57,66,Morning,Calm,Home,Floral,Lily Fresh
36,74,206,Afternoon,Energetic,Gym,Minty,Power Mint
27,89,139,Afternoon,Fresh,Office,Citrus,Orange Zest
22,87,225,Afternoon,Energetic,Gym,Minty,Ice Mint
34,49,84,Evening,Romantic,Date,Sweet,Rose Essence
22,85,229,Afternoon,Energetic,Gym,Minty,Ice Mint
30,53,101,Afternoon,Fresh,Office,Citrus,Lemon Fresh
30,81,108,Afternoon,Fresh,Office,Citrus,Orange Zest
20,83,71,Afternoon,Fresh,Office,Citrus,Lemon Zing
21,61,205,Afternoon,Energetic,Gym,Minty,Power Mint
38,70,76,Evening,Romantic,Date,Sweet,Vanilla Touch
32,87,167,Evening,Romantic,Date,Sweet,Cherry Blossom
31,83,104,Morning,Calm,Home,Floral,Jasmine Bloom
32,78,135,Evening,Romantic,Date,Sweet,Rose Essence
34,47,159,Afternoon,Fresh,Office,Citrus,Citrus Splash
30,77,169,Afternoon,Fresh,Office,Citrus,Citrus Splash
22,73,116,Morning,Calm,Home,Floral,Lily Fresh
31,45,72,Afternoon,Fresh,Office,Citrus,Lemon Fresh
31,64,234,Afternoon,Energetic,Gym,Minty,Fresh Mint
31,70,235,Afternoon,Energetic,Gym,Minty,Fresh Mint
34,81,140,Evening,Romantic,Date,Sweet,Rose Essence
26,64,243,Afternoon,Energetic,Gym,Minty,Fresh Mint
29,45,190,Afternoon,Energetic,Gym,Minty,Fresh Mint
35,51,124,Morning,Calm,Home,Floral,Rose Garden
37,81,94,Evening,Romantic,Date,Sweet,Vanilla Touch
29,48,98,Morning,Calm,Home,Floral,Lily Fresh
29,90,60,Evening,Romantic,Date,Sweet,Rose Essence
21,72,123,Afternoon,Fresh,Office,Citrus,Citrus Splash
38,69,159,Morning,Calm,Home,Floral,Lavender Bliss
25,86,116,Morning,Calm,Home,Floral,Rose Garden
22,58,154,Evening,Romantic,Date,Sweet,Vanilla Touch
36,68,148,Evening,Romantic,Date,Sweet,Cherry Blossom
28,54,100,Evening,Romantic,Date,Sweet,Cherry Blossom
24,78,62,Afternoon,Fresh,Office,Citrus,Citrus Splash
37,67,159,Morning,Calm,Home,Floral,Jasmine Bloom
27,67,220,Afternoon,Energetic,Gym,Minty,Fresh Mint
20,65,166,Afternoon,Fresh,Office,Citrus,Citrus Splash
22,64,134,Evening,Romantic,Date,Sweet,Sweet Musk
25,80,108,Evening,Romantic,Date,Sweet,Sweet Musk
37,66,192,Afternoon,Energetic,Gym,Minty,Cool Mint
24,84,50,Afternoon,Fresh,Office,Citrus,Lemon Fresh
22,84,210,Afternoon,Energetic,Gym,Minty,Ice Mint
26,84,202,Afternoon,Energetic,Gym,Minty,Fresh Mint
37,45,185,Afternoon,Energetic,Gym,Minty,Power Mint
21,59,125,Evening,Romantic,Date,Sweet,Vanilla Touch
31,80,207,Afternoon,Energetic,Gym,Minty,Power Mint
21,53,229,Afternoon,Energetic,Gym,Minty,Mint Blast
26,66,60,Morning,Calm,Home,Floral,Rose Garden
31,79,118,Evening,Romantic,Date,Sweet,Vanilla Touch
31,50,152,Morning,Calm,Home,Floral,Lavender Bliss
24,63,203,Afternoon,Energetic,Gym,Minty,Fresh Mint
27,63,173,Afternoon,Energetic,Gym,Minty,Cool Mint
30,55,157,Evening,Romantic,Date,Sweet,Cherry Blossom
25,67,94,Morning,Calm,Home,Floral,Lavender Bliss
37,90,153,Morning,Calm,Home,Floral,Rose Garden
25,51,218,Afternoon,Energetic,Gym,Minty,Ice Mint
29,72,213,Afternoon,Energetic,Gym,Minty,Ice Mint
32,48,201,Afternoon,Energetic,Gym,Minty,Fresh Mint
23,73,136,Afternoon,Fresh,Office,Citrus,Lemon Zing
27,68,100,Afternoon,Fresh,Office,Citrus,Orange Zest
31,84,103,Morning,Calm,Home,Floral,Jasmine Bloom
20,74,116,Morning,Calm,Home,Floral,Lily Fresh
30,60,73,Afternoon,Fresh,Office,Citrus,Lemon Fresh
31,85,238,Afternoon,Energetic,Gym,Minty,Ice Mint
21,67,82,Evening,Romantic,Date,Sweet,Rose Essence
33,51,132,Evening,Romantic,Date,Sweet,Rose Essence
21,64,185,Afternoon,Energetic,Gym,Minty,Mint Blast
21,80,215,Afternoon,Energetic,Gym,Minty,Ice Mint
32,47,225,Afternoon,Energetic,Gym,Minty,Cool Mint
21,46,116,Morning,Calm,Home,Floral,Lavender Bliss
34,70,201,Afternoon,Energetic,Gym,Minty,Ice Mint
26,57,142,Morning,Calm,Home,Floral,Jasmine Bloom
25,63,142,Morning,Calm,Home,Floral,Lavender Bliss
35,75,63,Morning,Calm,Home,Floral,Lavender Bliss
37,45,218,Afternoon,Energetic,Gym,Minty,Power Mint
31,59,191,Afternoon,Energetic,Gym,Minty,Power Mint
20,48,116,Morning,Calm,Home,Floral,Rose Garden
21,73,196,Afternoon,Energetic,Gym,Minty,Ice Mint
35,46,51,Morning,Calm,Home,Floral,Rose Garden
37,47,194,Afternoon,Energetic,Gym,Minty,Fresh Mint
25,88,192,Afternoon,Energetic,Gym,Minty,Fresh Mint
22,79,227,Afternoon,Energetic,Gym,Minty,Power Mint
36,56,110,Evening,Romantic,Date,Sweet,Vanilla Touch
28,64,153,Evening,Romantic,Date,Sweet,Vanilla Touch
38,51,200,Afternoon,Energetic,Gym,Minty,Ice Mint
25,58,84,Evening,Romantic,Date,Sweet,Vanilla Touch
35,52,188,Afternoon,Energetic,Gym,Minty,Power Mint
37,71,220,Afternoon,Energetic,Gym,Minty,Ice Mint
26,65,73,Evening,Romantic,Date,Sweet,Cherry Blossom
25,49,159,Evening,Romantic,Date,Sweet,Cherry Blossom
38,67,60,Evening,Romantic,Date,Sweet,Sweet Musk
22,57,189,Afternoon,Energetic,Gym,Minty,Cool Mint
37,66,123,Afternoon,Fresh,Office,Citrus,Lemon Zing
36,71,242,Afternoon,Energetic,Gym,Minty,Mint Blast
30,74,128,Morning,Calm,Home,Floral,Jasmine Bloom
34,87,95,Evening,Romantic,Date,Sweet,Rose Essence
34,81,242,Afternoon,Energetic,Gym,Minty,Fresh Mint
29,63,111,Afternoon,Fresh,Office,Citrus,Orange Zest
22,68,123,Afternoon,Fresh,Office,Citrus,Citrus Splash
25,57,167,Morning,Calm,Home,Floral,Lily Fresh
26,60,210,Afternoon,Energetic,Gym,Minty,Power Mint
33,69,139,Afternoon,Fresh,Office,Citrus,Orange Zest
21,64,154,Afternoon,Fresh,Office,Citrus,Lemon Fresh
35,86,98,Evening,Romantic,Date,Sweet,Vanilla Touch
27,64,225,Afternoon,Energetic,Gym,Minty,Mint Blast
24,46,176,Afternoon,Energetic,Gym,Minty,Fresh Mint
36,81,231,Afternoon,Energetic,Gym,Minty,Mint Blast
21,59,172,Afternoon,Energetic,Gym,Minty,Cool Mint
35,69,76,Afternoon,Fresh,Office,Citrus,Lemon Zing
28,86,178,Afternoon,Energetic,Gym,Minty,Power Mint
30,85,207,Afternoon,Energetic,Gym,Minty,Cool Mint
20,69,161,Evening,Romantic,Date,Sweet,Rose Essence
20,53,113,Evening,Romantic,Date,Sweet,Rose Essence
27,64,235,Afternoon,Energetic,Gym,Minty,Ice Mint
20,71,237,Afternoon,Energetic,Gym,Minty,Power Mint
31,83,94,Afternoon,Fresh,Office,Citrus,Citrus Splash
23,89,126,Evening,Romantic,Date,Sweet,Sweet Musk
24,52,215,Afternoon,Energetic,Gym,Minty,Ice Mint
28,77,103,Morning,Calm,Home,Floral,Jasmine Bloom
37,45,249,Afternoon,Energetic,Gym,Minty,Cool Mint
37,81,122,Morning,Calm,Home,Floral,Lavender Bliss
35,74,90,Evening,Romantic,Date,Sweet,Rose Essence
31,72,59,Evening,Romantic,Date,Sweet,Cherry Blossom
20,78,182,Afternoon,Energetic,Gym,Minty,Power Mint
38,53,149,Evening,Romantic,Date,Sweet,Rose Essence
23,82,225,Afternoon,Energetic,Gym,Minty,Fresh Mint
24,60,126,Evening,Romantic,Date,Sweet,Sweet Musk
35,54,119,Evening,Romantic,Date,Sweet,Cherry Blossom
35,63,175,Afternoon,Energetic,Gym,Minty,Fresh Mint
37,75,173,Afternoon,Energetic,Gym,Minty,Power Mint
32,74,66,Afternoon,Fresh,Office,Citrus,Orange Zest
25,63,162,Morning,Calm,Home,Floral,Lavender Bliss
32,72,227,Afternoon,Energetic,Gym,Minty,Power Mint
27,71,59,Afternoon,Fresh,Office,Citrus,Lemon Zing
37,51,185,Afternoon,Energetic,Gym,Minty,Fresh Mint
33,55,162,Morning,Calm,Home,Floral,Jasmine Bloom
35,70,129,Afternoon,Fresh,Office,Citrus,Lemon Fresh
24,87,144,Afternoon,Fresh,Office,Citrus,Lemon Fresh
32,60,228,Afternoon,Energetic,Gym,Minty,Fresh Mint
32,73,211,Afternoon,Energetic,Gym,Minty,Power Mint
38,72,207,Afternoon,Energetic,Gym,Minty,Fresh Mint
33,79,110,Evening,Romantic,Date,Sweet,Sweet Musk
27,84,202,Afternoon,Energetic,Gym,Minty,Power Mint
29,88,245,Afternoon,Energetic,Gym,Minty,Power Mint
24,60,126,Evening,Romantic,Date,Sweet,Sweet Musk
24,76,163,Morning,Calm,Home,Floral,Lily Fresh
23,62,141,Morning,Calm,Home,Floral,Jasmine Bloom
38,78,58,Evening,Romantic,Date,Sweet,Rose Essence
28,63,116,Evening,Romantic,Date,Sweet,Rose Essence
37,73,162,Morning,Calm,Home,Floral,Lily Fresh
32,52,138,Morning,Calm,Home,Floral,Lily Fresh
20,58,158,Evening,Romantic,Date,Sweet,Rose Essence
24,82,67,Evening,Romantic,Date,Sweet,Vanilla Touch
29,59,166,Morning,Calm,Home,Floral,Lavender Bliss
28,85,243,Afternoon,Energetic,Gym,Minty,Fresh Mint
38,55,141,Afternoon,Fresh,Office,Citrus,Citrus Splash
38,69,219,Afternoon,Energetic,Gym,Minty,Cool Mint
25,66,77,Evening,Romantic,Date,Sweet,Cherry Blossom
35,54,166,Evening,Romantic,Date,Sweet,Vanilla Touch
35,65,146,Evening,Romantic,Date,Sweet,Sweet Musk
21,50,249,Afternoon,Energetic,Gym,Minty,Mint Blast
33,61,199,Afternoon,Energetic,Gym,Minty,Cool Mint
36,81,139,Evening,Romantic,Date,Sweet,Vanilla Touch
22,46,151,Evening,Romantic,Date,Sweet,Vanilla Touch
21,49,131,Afternoon,Fresh,Office,Citrus,Lemon Fresh
30,47,100,Afternoon,Fresh,Office,Citrus,Orange Zest
34,47,149,Evening,Romantic,Date,Sweet,Cherry Blossom
28,49,132,Evening,Romantic,Date,Sweet,Sweet Musk
35,70,54,Morning,Calm,Home,Floral,Jasmine Bloom
31,69,120,Morning,Calm,Home,Floral,Rose Garden
25,73,219,Afternoon,Energetic,Gym,Minty,Mint Blast
28,69,90,Afternoon,Fresh,Office,Citrus,Citrus Splash
23,58,109,Morning,Calm,Home,Floral,Jasmine Bloom
26,58,160,Evening,Romantic,Date,Sweet,Rose Essence
29,81,147,Afternoon,Fresh,Office,Citrus,Orange Zest
21,71,152,Evening,Romantic,Date,Sweet,Cherry Blossom
27,52,79,Evening,Romantic,Date,Sweet,Cherry Blossom
21,84,212,Afternoon,Energetic,Gym,Minty,Cool Mint
32,87,103,Afternoon,Fresh,Office,Citrus,Lemon Fresh
25,58,227,Afternoon,Energetic,Gym,Minty,Power Mint
34,80,221,Afternoon,Energetic,Gym,Minty,Power Mint
34,76,158,Evening,Romantic,Date,Sweet,Cherry Blossom
20,85,239,Afternoon,Energetic,Gym,Minty,Mint Blast
38,55,207,Afternoon,Energetic,Gym,Minty,Ice Mint
36,89,225,Afternoon,Energetic,Gym,Minty,Power Mint
31,80,142,Morning,Calm,Home,Floral,Lavender Bliss
23,45,245,Afternoon,Energetic,Gym,Minty,Mint Blast
26,63,218,Afternoon,Energetic,Gym,Minty,Cool Mint
36,83,194,Afternoon,Energetic,Gym,Minty,Ice Mint
22,65,113,Morning,Calm,Home,Floral,Lavender Bliss
28,52,131,Evening,Romantic,Date,Sweet,Vanilla Touch
33,79,87,Afternoon,Fresh,Office,Citrus,Orange Zest
38,48,144,Morning,Calm,Home,Floral,Lily Fresh
37,76,223,Afternoon,Energetic,Gym,Minty,Fresh Mint
26,63,95,Morning,Calm,Home,Floral,Rose Garden
24,62,147,Afternoon,Fresh,Office,Citrus,Orange Zest
26,66,101,Afternoon,Fresh,Office,Citrus,Citrus Splash
34,89,226,Afternoon,Energetic,Gym,Minty,Cool Mint
22,89,97,Afternoon,Fresh,Office,Citrus,Lemon Fresh
29,47,217,Afternoon,Energetic,Gym,Minty,Power Mint
28,80,175,Afternoon,Energetic,Gym,Minty,Power Mint
26,50,246,Afternoon,Energetic,Gym,Minty,Power Mint
25,90,108,Morning,Calm,Home,Floral,Rose Garden
34,60,164,Evening,Romantic,Date,Sweet,Sweet Musk
20,48,151,Evening,Romantic,Date,Sweet,Cherry Blossom
38,72,196,Afternoon,Energetic,Gym,Minty,Fresh Mint
37,61,77,Morning,Calm,Home,Floral,Lavender Bliss
34,78,74,Evening,Romantic,Date,Sweet,Cherry Blossom
36,85,109,Morning,Calm,Home,Floral,Jasmine Bloom
37,55,77,Evening,Romantic,Date,Sweet,Vanilla Touch
32,75,181,Afternoon,Energetic,Gym,Minty,Fresh Mint
24,73,86,Morning,Calm,Home,Floral,Rose Garden
24,61,161,Evening,Romantic,Date,Sweet,Rose Essence
22,86,123,Afternoon,Fresh,Office,Citrus,Lemon Zing
27,60,179,Afternoon,Energetic,Gym,Minty,Fresh Mint
26,74,237,Afternoon,Energetic,Gym,Minty,Mint Blast
30,87,213,Afternoon,Energetic,Gym,Minty,Mint Blast
24,78,56,Morning,Calm,Home,Floral,Jasmine Bloom
37,66,197,Afternoon,Energetic,Gym,Minty,Ice Mint
22,85,236,Afternoon,Energetic,Gym,Minty,Ice Mint
26,67,109,Afternoon,Fresh,Office,Citrus,Lemon Zing
29,82,133,Evening,Romantic,Date,Sweet,Cherry Blossom
28,83,74,Afternoon,Fresh,Office,Citrus,Orange Zest
21,89,176,Afternoon,Energetic,Gym,Minty,Ice Mint
30,69,202,Afternoon,Energetic,Gym,Minty,Ice Mint
25,90,177,Afternoon,Energetic,Gym,Minty,Mint Blast
21,64,63,Morning,Calm,Home,Floral,Lavender Bliss
24,87,243,Afternoon,Energetic,Gym,Minty,Power Mint
30,54,78,Afternoon,Fresh,Office,Citrus,Citrus Splash
23,46,216,Afternoon,Energetic,Gym,Minty,Fresh Mint
34,83,159,Morning,Calm,Home,Floral,Rose Garden
35,46,112,Morning,Calm,Home,Floral,Lily Fresh
35,63,63,Evening,Romantic,Date,Sweet,Sweet Musk
32,71,116,Morning,Calm,Home,Floral,Lavender Bliss
30,74,223,Afternoon,Energetic,Gym,Minty,Power Mint
28,74,114,Morning,Calm,Home,Floral,Rose Garden
23,79,97,Evening,Romantic,Date,Sweet,Cherry Blossom
32,59,71,Afternoon,Fresh,Office,Citrus,Orange Zest
30,57,91,Evening,Romantic,Date,Sweet,Vanilla Touch
31,56,180,Afternoon,Energetic,Gym,Minty,Cool Mint
31,77,53,Morning,Calm,Home,Floral,Jasmine Bloom
32,86,120,Afternoon,Fresh,Office,Citrus,Lemon Zing
27,71,233,Afternoon,Energetic,Gym,Minty,Ice Mint
26,89,234,Afternoon,Energetic,Gym,Minty,Fresh Mint
29,71,130,Afternoon,Fresh,Office,Citrus,Lemon Zing
27,70,134,Afternoon,Fresh,Office,Citrus,Citrus Splash
24,75,73,Evening,Romantic,Date,Sweet,Cherry Blossom
29,75,118,Morning,Calm,Home,Floral,Lavender Bliss
24,58,176,Afternoon,Energetic,Gym,Minty,Fresh Mint
32,62,230,Afternoon,Energetic,Gym,Minty,Power Mint
36,88,172,Afternoon,Energetic,Gym,Minty,Mint Blast
33,74,187,Afternoon,Energetic,Gym,Minty,Power Mint
32,72,190,Afternoon,Energetic,Gym,Minty,Cool Mint
28,59,55,Morning,Calm,Home,Floral,Lavender Bliss
37,62,82,Morning,Calm,Home,Floral,Lavender Bliss
24,57,199,Afternoon,Energetic,Gym,Minty,Ice Mint
24,54,159,Evening,Romantic,Date,Sweet,Sweet Musk
35,52,205,Afternoon,Energetic,Gym,Minty,Ice Mint
30,70,239,Afternoon,Energetic,Gym,Minty,Mint Blast
23,80,88,Evening,Romantic,Date,Sweet,Vanilla Touch
28,71,85,Evening,Romantic,Date,Sweet,Rose Essence
23,60,199,Afternoon,Energetic,Gym,Minty,Cool Mint
28,68,133,Morning,Calm,Home,Floral,Jasmine Bloom
32,86,250,Afternoon,Energetic,Gym,Minty,Fresh Mint
34,63,67,Evening,Romantic,Date,Sweet,Sweet Musk
30,67,128,Afternoon,Fresh,Office,Citrus,Orange Zest
24,56,141,Afternoon,Fresh,Office,Citrus,Lemon Zing
32,52,191,Afternoon,Energetic,Gym,Minty,Mint Blast
22,71,55,Morning,Calm,Home,Floral,Rose Garden
31,48,223,Afternoon,Energetic,Gym,Minty,Cool Mint
30,75,191,Afternoon,Energetic,Gym,Minty,Ice Mint
28,80,77,Afternoon,Fresh,Office,Citrus,Lemon Fresh
36,88,64,Afternoon,Fresh,Office,Citrus,Orange Zest
26,80,225,Afternoon,Energetic,Gym,Minty,Ice Mint
29,53,166,Evening,Romantic,Date,Sweet,Sweet Musk
30,83,209,Afternoon,Energetic,Gym,Minty,Ice Mint
27,52,211,Afternoon,Energetic,Gym,Minty,Fresh Mint
28,89,143,Evening,Romantic,Date,Sweet,Rose Essence
32,80,186,Afternoon,Energetic,Gym,Minty,Cool Mint
30,69,158,Afternoon,Fresh,Office,Citrus,Lemon Zing
34,58,135,Afternoon,Fresh,Office,Citrus,Citrus Splash
